SURVEY_NAME,Study Area Name,StudyAreaVisitStartDateTime,StudyAreaVisitNote,DC Area (sq m),Design Component Label,Site Design Component Label,DC Type,Grid Cell,DC Comments,Trap Type,Easting DC,Northing DC,UTM Zone DC,DC Visit Comments,Nights Trapped,Time,Date,Surveyor,Species,Animal ID,Comments,Count,Sample Material,Sample Label,Sex,Species ID Method
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,7_4,7_4,SAMPLE STATION,7,Helicopter access,HR-BA-BS,555942,6088968,10,,13,0000,2000-07-29,D.  Fear,M-URAR,,unextracted,1,HA,6640-013,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,7_4,7_4,SAMPLE STATION,7,Helicopter access,HR-BA-BS,555942,6088968,10,,13,0000,2000-07-29,D.  Fear,M-URAR,,unextracted,1,HA,6640-012,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,7_4,7_4,SAMPLE STATION,7,Helicopter access,HR-BA-BS,555942,6088968,10,,13,0000,2000-07-29,D.  Fear,M-URAR,6640-019,,1,HA,6640-061,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,7_4,7_4,SAMPLE STATION,7,Helicopter access,HR-BA-BS,555942,6088968,10,,13,0000,2000-07-29,D.  Fear,M-URAR,6640-019,,1,HA,6640-019,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,70_1,70_1,SAMPLE STATION,70,Helicopter access,HR-BA-BS,547617,6050333,10,,15,0000,2000-06-21,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,70_2,70_2,SAMPLE STATION,70,Helicopter access,HR-BA-BS,546024,6055002,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,6587-010,,1,HA,6587-010,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,70_2,70_2,SAMPLE STATION,70,Helicopter access,HR-BA-BS,546024,6055002,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,6587-040,,1,HA,6587-040,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,70_2,70_2,SAMPLE STATION,70,Helicopter access,HR-BA-BS,546024,6055002,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,6587-001,,1,HA,6587-001,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,70_2,70_2,SAMPLE STATION,70,Helicopter access,HR-BA-BS,546024,6055002,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6587-030,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,70_2,70_2,SAMPLE STATION,70,Helicopter access,HR-BA-BS,546024,6055002,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6587-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,70_2,70_2,SAMPLE STATION,70,Helicopter access,HR-BA-BS,546024,6055002,10,,15,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6587-055,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,70_3,70_3,SAMPLE STATION,70,Helicopter access,HR-BA-BS,544376,6049791,10,,12,0000,2000-07-18,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,70_4,70_4,SAMPLE STATION,70,Helicopter access,HR-BA-BS,550943,6055177,10,,15,0000,2000-08-02,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,MAMMALIA,,unextracted,1,HA,6546-071,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,MAMMALIA,,unextracted,1,HA,6546-051,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,M-URAM,6546-001,,1,HA,6546-072,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,MAMMALIA,,unextracted,1,HA,6546-003,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,M-URAM,,Xspecies,1,HA,6546-005,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,M-URAM,6546-001,,1,HA,6546-001,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,M-URAM,6546-001,,1,HA,6546-061,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,M-URAM,6546-001,,1,HA,6546-050,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,71_1,71_1,SAMPLE STATION,71,Helicopter access,HR-BA-BS,555758,6050659,10,,14,0000,2000-06-20,D.  Fear,M-URAM,6546-001,,1,HA,6546-002,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,71_2,71_2,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552005,6049462,10,,15,0000,2000-07-05,G.  Mowat,M-URAM,6577-003,,1,HA,6577-003,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,71_2,71_2,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552005,6049462,10,,15,0000,2000-07-05,G.  Mowat,M-URAM,6577-003,,1,HA,6577-020,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,71_2,71_2,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552005,6049462,10,,15,0000,2000-07-05,G.  Mowat,M-URAM,,unextracted,1,HA,6577-002,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,71_2,71_2,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552005,6049462,10,,15,0000,2000-07-05,G.  Mowat,M-URAM,,unextracted,1,HA,6577-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,71_3,71_3,SAMPLE STATION,71,Ground access,HR-BA-BS,559409,6050362,10,,13,0000,2000-07-17,D.  Fear,M-URAM,,unextracted,1,HA,6615-051,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,71_3,71_3,SAMPLE STATION,71,Ground access,HR-BA-BS,559409,6050362,10,,13,0000,2000-07-17,D.  Fear,M-URAM,6615-002,,1,HA,6615-002,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,71_3,71_3,SAMPLE STATION,71,Ground access,HR-BA-BS,559409,6050362,10,,13,0000,2000-07-17,D.  Fear,M-URAM,,unextracted,1,HA,6615-052,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,71_3,71_3,SAMPLE STATION,71,Ground access,HR-BA-BS,559409,6050362,10,,13,0000,2000-07-17,D.  Fear,M-URAM,6615-002,,1,HA,6615-053,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,71_3,71_3,SAMPLE STATION,71,Ground access,HR-BA-BS,559409,6050362,10,,13,0000,2000-07-17,D.  Fear,M-URAM,,unextracted,1,HA,6615-050,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,71_3,71_3,SAMPLE STATION,71,Ground access,HR-BA-BS,559409,6050362,10,,13,0000,2000-07-17,D.  Fear,M-URAM,,unextracted,1,HA,6615-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,M-URAM,,Xbomb,1,HA,6707-001,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,M-URAM,,unextracted,1,HA,6707-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,M-URAM,,Xtrasamp,1,HA,6707-061,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,145_4,145_4,SAMPLE STATION,145,Helicopter access,HR-BA-BS,636370,5990018,10,,16,0000,2000-07-29,C.  Pharness,M-URAR,6439-024C,,1,HA,6439-024C,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,145_4,145_4,SAMPLE STATION,145,Helicopter access,HR-BA-BS,636370,5990018,10,,16,0000,2000-07-29,C.  Pharness,M-URAR,6439-020C,,1,HA,6439-020C,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,145_4,145_4,SAMPLE STATION,145,Helicopter access,HR-BA-BS,636370,5990018,10,,16,0000,2000-07-29,C.  Pharness,M-URAR,6439-060G,,1,HA,6439-060G,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,145_4,145_4,SAMPLE STATION,145,Helicopter access,HR-BA-BS,636370,5990018,10,,16,0000,2000-07-29,C.  Pharness,M-URAR,6439-020C,,1,HA,6439-030D,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,145_4,145_4,SAMPLE STATION,145,Helicopter access,HR-BA-BS,636370,5990018,10,,16,0000,2000-07-29,C.  Pharness,M-URAR,,Xmixed,1,HA,6439-062G,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,145_4,145_4,SAMPLE STATION,145,Helicopter access,HR-BA-BS,636370,5990018,10,,16,0000,2000-07-29,C.  Pharness,M-URAR,,Xbomb,1,HA,6439-040E,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-10,Session 3,,120_3,120_3,SAMPLE STATION,120,Ground access,HR-BA-BS,604410,6021183,10,"4 samples collected, all visually assigned to BB, not analyzed at WGI since they were from Herrick study area",14,0000,2000-07-12,C.  Pharness,M-URAM,,Sample Number is the DNA Number for all samples collected during this Design Component Visit.,1,HA,6397,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-12,Session 1,,146_1,146_1,SAMPLE STATION,146,Helicopter access,HR-BA-BS,644853,5985899,10,,13,0000,2000-06-16,C.  Pharness,M-URAR,6265-040+041E,,1,HA,6265-040+041E,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-12,Session 1,,146_1,146_1,SAMPLE STATION,146,Helicopter access,HR-BA-BS,644853,5985899,10,,13,0000,2000-06-16,C.  Pharness,MAMMALIA,,Xmixed,1,HA,6265-030D+031D,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-12,Session 1,,146_1,146_1,SAMPLE STATION,146,Helicopter access,HR-BA-BS,644853,5985899,10,,13,0000,2000-06-16,C.  Pharness,M-URAR,6400-010B,,1,HA,6265-050F,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-10,Session 3,,128_3,128_3,SAMPLE STATION,128,Helicopter access,HR-BA-BS,619110,6011970,10,,13,0000,2000-07-14,C.  Pharness,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,128_4,128_4,SAMPLE STATION,128,Helicopter access,HR-BA-BS,623405,6011184,10,,16,0000,2000-07-30,C.  Pharness,M-URAM,,Xspecies,1,HA,6951-001A+002A,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-12,Session 1,,129_1,129_1,SAMPLE STATION,129,Ground access,HR-BA-BS,625468,6011201,10,,12,0000,2000-06-14,C.  Pharness,M-URAR,6258-030D,,1,HA,6259-010B,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-12,Session 1,,129_1,129_1,SAMPLE STATION,129,Ground access,HR-BA-BS,625468,6011201,10,,12,0000,2000-06-14,C.  Pharness,M-URAR,6258-010B,,1,HA,6259-013B+014B,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-26,Session 2,,129_2,129_2,SAMPLE STATION,129,Ground access,HR-BA-BS,627253,6012085,10,"4 samples collected, all visually assigned to BB, not analyzed at WGI since they were from Herrick study area",15,0000,2000-06-29,C.  Pharness,M-URAM,,Sample Number is the DNA Number for all samples collected during this Design Component Visit.,1,HA,6359,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-10,Session 3,,129_3,129_3,SAMPLE STATION,129,Ground access,HR-BA-BS,627947,6010879,10,"16 samples collected, all visually assigned to BB, not analyzed at WGI since they were from Herrick study area",13,0000,2000-07-12,C.  Pharness,M-URAM,,Sample Number is the DNA Number for all samples collected during this Design Component Visit.,1,HA,6399,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-26,Session 4,,129_4,129_4,SAMPLE STATION,129,Ground access,HR-BA-BS,628748,6009180,10,"10 samples collected, all visually assigned to BB, not analyzed at WGI since they were from Herrick study area",16,0000,2000-07-28,C.  Pharness,M-URAM,,Sample Number is the DNA Number for all samples collected during this Design Component Visit.,1,HA,6432,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-12,Session 1,,130_1,130_1,SAMPLE STATION,130,Ground access,HR-BA-BS,632616,6011800,10,,13,0000,2000-06-15,C.  Pharness,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-06-26,Session 2,,130_2,130_2,SAMPLE STATION,130,Ground access,HR-BA-BS,633030,6008501,10,"13 samples collected, all visually assigned to BB, not analyzed at WGI since they were from Herrick study area",14,0000,2000-06-29,C.  Pharness,M-URAM,,Sample Number is the DNA Number for all samples collected during this Design Component Visit.,1,HA,6355,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Herrick,2000-07-10,Session 3,,130_3,130_3,SAMPLE STATION,130,Ground access,HR-BA-BS,634580,6013341,10,,13,0000,2000-07-12,C.  Pharness,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,M-URAM,,Xspecies,1,HA,6707-002,,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,M-URAM,6707-020,,1,HA,6707-020,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,MAMMALIA,,unextracted,1,HA,6707-060,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,71_4,71_4,SAMPLE STATION,71,Helicopter access,HR-BA-BS,552963,6054266,10,,14,0000,2000-07-31,D.  Fear,M-URAM,6707-050,,1,HA,6707-050,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,,unextracted,1,HA,6544-042,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,,unextracted,1,HA,6544-006,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,6544-010,,1,HA,6544-010,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,,unextracted,1,HA,6544-047,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,6544-010,,1,HA,6544-041,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,,Xbomb,1,HA,6544-040,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,,unextracted,1,HA,6544-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,6544-005,,1,HA,6544-005,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-12,Session 1,,72_1,72_1,SAMPLE STATION,72,Helicopter access,HR-BA-BS,563743,6049998,10,,16,0000,2000-06-20,D.  Fear,M-URAM,6544-010,,1,HA,6544-048,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,6590-060,,1,HA,6590-060,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6590-052,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6590-020,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6590-001,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,6544-010,,1,HA,6590-010,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,,unextracted,1,HA,6590-062,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-06-26,Session 2,,72_2,72_2,SAMPLE STATION,72,Helicopter access,HR-BA-BS,566224,6053410,10,,16,0000,2000-07-06,G.  Mowat,M-URAM,6590-070,,1,HA,6590-070,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-11,Session 3,,72_3,72_3,SAMPLE STATION,72,Helicopter access,HR-BA-BS,564925,6049736,10,,12,0000,2000-07-18,D.  Fear,NULL,,,0,,,,
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,72_4,72_4,SAMPLE STATION,72,Helicopter access,HR-BA-BS,561579,6051071,10,,13,0000,2000-07-31,D.  Fear,M-URAM,6706-011,,1,HA,6706-050,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,72_4,72_4,SAMPLE STATION,72,Helicopter access,HR-BA-BS,561579,6051071,10,,13,0000,2000-07-31,D.  Fear,M-URAM,6706-011,,1,HA,6706-011,F,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,72_4,72_4,SAMPLE STATION,72,Helicopter access,HR-BA-BS,561579,6051071,10,,13,0000,2000-07-31,D.  Fear,M-URAM,,unextracted,1,HA,6706-002,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,72_4,72_4,SAMPLE STATION,72,Helicopter access,HR-BA-BS,561579,6051071,10,,13,0000,2000-07-31,D.  Fear,M-URAM,,unextracted,1,HA,6706-010,,VI
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,72_4,72_4,SAMPLE STATION,72,Helicopter access,HR-BA-BS,561579,6051071,10,,13,0000,2000-07-31,D.  Fear,M-URAM,6706-001,,1,HA,6706-001,M,DNA
2000 - Grizzly Bear - DNA-based Inventory - Parsnip-Herrick,Parsnip,2000-07-25,Session 4,,72_4,72_4,SAMPLE STATION,72,Helicopter access,HR-BA-BS,561579,6051071,10,,13,0000,2000-07-31,D.  Fear,M-URAM,,unextracted,1,HA,6706-052,,VI
